"CIUDAD";"CAMBIO DE DOMICILIO";"NACIONALIDAD";"fecha";"valor";"año";"mes"
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2010-10-01;13;2010;10
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2010-10-01;0;2010;10
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2010-10-01;41;2010;10
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2010-10-01;2;2010;10
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2010-11-01;270;2010;11
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2010-11-01;8;2010;11
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2010-11-01;375;2010;11
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2010-11-01;20;2010;11
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2010-11-01;175;2010;11
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2010-11-01;5;2010;11
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2010-11-01;259;2010;11
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2010-11-01;15;2010;11
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2010-11-01;4;2010;11
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2010-11-01;0;2010;11
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2010-11-01;28;2010;11
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2010-11-01;1;2010;11
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2010-12-01;247;2010;12
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2010-12-01;5;2010;12
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2010-12-01;306;2010;12
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2010-12-01;9;2010;12
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2010-12-01;209;2010;12
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2010-12-01;10;2010;12
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2010-12-01;215;2010;12
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2010-12-01;12;2010;12
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2010-12-01;18;2010;12
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2010-12-01;0;2010;12
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2010-12-01;30;2010;12
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2010-12-01;5;2010;12
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-01-01;327;2011;1
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-01-01;9;2011;1
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-01-01;438;2011;1
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-01-01;13;2011;1
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-01-01;230;2011;1
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-01-01;12;2011;1
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-01-01;229;2011;1
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-01-01;18;2011;1
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-01-01;12;2011;1
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-01-01;1;2011;1
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-01-01;47;2011;1
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-01-01;3;2011;1
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-02-01;534;2011;2
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-02-01;12;2011;2
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-02-01;557;2011;2
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-02-01;32;2011;2
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-02-01;403;2011;2
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-02-01;11;2011;2
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-02-01;300;2011;2
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-02-01;18;2011;2
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-02-01;25;2011;2
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-02-01;0;2011;2
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-02-01;41;2011;2
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-02-01;7;2011;2
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-03-01;528;2011;3
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-03-01;10;2011;3
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-03-01;332;2011;3
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-03-01;19;2011;3
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-03-01;358;2011;3
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-03-01;16;2011;3
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-03-01;367;2011;3
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-03-01;22;2011;3
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-03-01;21;2011;3
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-03-01;0;2011;3
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-03-01;34;2011;3
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-03-01;4;2011;3
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-04-01;483;2011;4
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-04-01;8;2011;4
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-04-01;372;2011;4
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-04-01;29;2011;4
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-04-01;281;2011;4
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-04-01;19;2011;4
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-04-01;393;2011;4
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-04-01;15;2011;4
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-04-01;29;2011;4
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-04-01;2;2011;4
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-04-01;31;2011;4
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-04-01;3;2011;4
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-05-01;471;2011;5
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-05-01;14;2011;5
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-05-01;458;2011;5
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-05-01;30;2011;5
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-05-01;277;2011;5
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-05-01;14;2011;5
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-05-01;357;2011;5
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-05-01;14;2011;5
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-05-01;14;2011;5
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-05-01;1;2011;5
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-05-01;30;2011;5
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-05-01;1;2011;5
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-06-01;351;2011;6
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-06-01;12;2011;6
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-06-01;361;2011;6
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-06-01;21;2011;6
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-06-01;167;2011;6
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-06-01;9;2011;6
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-06-01;343;2011;6
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-06-01;16;2011;6
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-06-01;13;2011;6
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-06-01;0;2011;6
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-06-01;38;2011;6
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-06-01;0;2011;6
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-07-01;346;2011;7
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-07-01;5;2011;7
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-07-01;450;2011;7
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-07-01;21;2011;7
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-07-01;235;2011;7
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-07-01;10;2011;7
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-07-01;332;2011;7
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-07-01;18;2011;7
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-07-01;7;2011;7
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-07-01;0;2011;7
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-07-01;43;2011;7
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-07-01;0;2011;7
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-08-01;379;2011;8
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-08-01;9;2011;8
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-08-01;467;2011;8
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-08-01;16;2011;8
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-08-01;253;2011;8
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-08-01;12;2011;8
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-08-01;286;2011;8
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-08-01;14;2011;8
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-08-01;15;2011;8
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-08-01;0;2011;8
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-08-01;12;2011;8
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-08-01;0;2011;8
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-09-01;340;2011;9
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-09-01;5;2011;9
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-09-01;367;2011;9
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-09-01;19;2011;9
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-09-01;236;2011;9
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-09-01;16;2011;9
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-09-01;308;2011;9
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-09-01;16;2011;9
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-09-01;19;2011;9
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-09-01;0;2011;9
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-09-01;27;2011;9
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-09-01;0;2011;9
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-10-01;278;2011;10
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-10-01;9;2011;10
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-10-01;404;2011;10
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-10-01;21;2011;10
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-10-01;169;2011;10
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-10-01;16;2011;10
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-10-01;318;2011;10
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-10-01;29;2011;10
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-10-01;18;2011;10
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-10-01;5;2011;10
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-10-01;34;2011;10
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-10-01;3;2011;10
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-11-01;289;2011;11
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-11-01;12;2011;11
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-11-01;392;2011;11
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-11-01;23;2011;11
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-11-01;186;2011;11
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-11-01;20;2011;11
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-11-01;366;2011;11
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-11-01;22;2011;11
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-11-01;45;2011;11
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-11-01;2;2011;11
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-11-01;25;2011;11
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-11-01;3;2011;11
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2011-12-01;196;2011;12
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2011-12-01;4;2011;12
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2011-12-01;306;2011;12
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2011-12-01;18;2011;12
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2011-12-01;163;2011;12
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2011-12-01;4;2011;12
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2011-12-01;321;2011;12
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2011-12-01;15;2011;12
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2011-12-01;51;2011;12
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2011-12-01;5;2011;12
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2011-12-01;28;2011;12
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2011-12-01;4;2011;12
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-01-01;375;2012;1
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-01-01;12;2012;1
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-01-01;419;2012;1
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-01-01;30;2012;1
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-01-01;291;2012;1
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-01-01;22;2012;1
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-01-01;381;2012;1
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-01-01;24;2012;1
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-01-01;11;2012;1
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-01-01;1;2012;1
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-01-01;23;2012;1
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-01-01;0;2012;1
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-02-01;536;2012;2
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-02-01;10;2012;2
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-02-01;421;2012;2
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-02-01;26;2012;2
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-02-01;267;2012;2
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-02-01;11;2012;2
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-02-01;228;2012;2
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-02-01;17;2012;2
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-02-01;46;2012;2
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-02-01;3;2012;2
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-02-01;24;2012;2
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-02-01;5;2012;2
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-03-01;947;2012;3
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-03-01;28;2012;3
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-03-01;428;2012;3
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-03-01;38;2012;3
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-03-01;177;2012;3
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-03-01;5;2012;3
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-03-01;193;2012;3
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-03-01;10;2012;3
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-03-01;25;2012;3
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-03-01;1;2012;3
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-03-01;37;2012;3
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-03-01;0;2012;3
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-04-01;590;2012;4
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-04-01;17;2012;4
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-04-01;373;2012;4
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-04-01;25;2012;4
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-04-01;179;2012;4
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-04-01;14;2012;4
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-04-01;152;2012;4
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-04-01;6;2012;4
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-04-01;31;2012;4
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-04-01;1;2012;4
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-04-01;46;2012;4
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-04-01;3;2012;4
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-05-01;452;2012;5
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-05-01;17;2012;5
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-05-01;389;2012;5
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-05-01;32;2012;5
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-05-01;193;2012;5
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-05-01;3;2012;5
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-05-01;133;2012;5
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-05-01;3;2012;5
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-05-01;39;2012;5
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-05-01;3;2012;5
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-05-01;46;2012;5
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-05-01;0;2012;5
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-06-01;308;2012;6
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-06-01;7;2012;6
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-06-01;220;2012;6
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-06-01;10;2012;6
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-06-01;199;2012;6
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-06-01;2;2012;6
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-06-01;233;2012;6
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-06-01;19;2012;6
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-06-01;19;2012;6
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-06-01;1;2012;6
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-06-01;32;2012;6
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-06-01;3;2012;6
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-07-01;218;2012;7
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-07-01;1;2012;7
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-07-01;314;2012;7
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-07-01;5;2012;7
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-07-01;206;2012;7
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-07-01;14;2012;7
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-07-01;414;2012;7
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-07-01;22;2012;7
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-07-01;18;2012;7
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-07-01;0;2012;7
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-07-01;34;2012;7
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-07-01;0;2012;7
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-08-01;352;2012;8
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-08-01;7;2012;8
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-08-01;549;2012;8
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-08-01;14;2012;8
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-08-01;416;2012;8
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-08-01;8;2012;8
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-08-01;458;2012;8
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-08-01;25;2012;8
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-08-01;29;2012;8
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-08-01;5;2012;8
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-08-01;33;2012;8
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-08-01;1;2012;8
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-09-01;367;2012;9
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-09-01;6;2012;9
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-09-01;524;2012;9
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-09-01;19;2012;9
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-09-01;205;2012;9
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-09-01;1;2012;9
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-09-01;330;2012;9
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-09-01;3;2012;9
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-09-01;25;2012;9
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-09-01;0;2012;9
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-09-01;32;2012;9
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-09-01;1;2012;9
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-10-01;337;2012;10
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-10-01;15;2012;10
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-10-01;627;2012;10
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-10-01;33;2012;10
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-10-01;116;2012;10
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-10-01;10;2012;10
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-10-01;367;2012;10
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-10-01;18;2012;10
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-10-01;38;2012;10
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-10-01;0;2012;10
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-10-01;43;2012;10
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-10-01;2;2012;10
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-11-01;278;2012;11
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-11-01;14;2012;11
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-11-01;708;2012;11
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-11-01;30;2012;11
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-11-01;131;2012;11
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-11-01;8;2012;11
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-11-01;377;2012;11
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-11-01;24;2012;11
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-11-01;36;2012;11
