"CIUDAD";"CAMBIO DE DOMICILIO";"NACIONALIDAD";"fecha";"valor";"año";"mes"
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-11-01;1;2012;11
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-11-01;56;2012;11
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-11-01;1;2012;11
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2012-12-01;285;2012;12
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2012-12-01;15;2012;12
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2012-12-01;374;2012;12
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2012-12-01;24;2012;12
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2012-12-01;120;2012;12
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2012-12-01;6;2012;12
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2012-12-01;228;2012;12
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2012-12-01;17;2012;12
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2012-12-01;24;2012;12
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2012-12-01;35;2012;12
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2012-12-01;3;2012;12
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2012-12-01;5;2012;12
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-01-01;649;2013;1
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-01-01;23;2013;1
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-01-01;446;2013;1
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-01-01;16;2013;1
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-01-01;147;2013;1
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-01-01;15;2013;1
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-01-01;341;2013;1
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-01-01;36;2013;1
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-01-01;43;2013;1
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-01-01;0;2013;1
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-01-01;45;2013;1
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-01-01;2;2013;1
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-02-01;687;2013;2
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-02-01;20;2013;2
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-02-01;311;2013;2
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-02-01;7;2013;2
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-02-01;286;2013;2
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-02-01;18;2013;2
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-02-01;289;2013;2
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-02-01;33;2013;2
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-02-01;63;2013;2
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-02-01;2;2013;2
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-02-01;41;2013;2
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-02-01;1;2013;2
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-03-01;943;2013;3
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-03-01;54;2013;3
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-03-01;405;2013;3
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-03-01;33;2013;3
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-03-01;454;2013;3
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-03-01;23;2013;3
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-03-01;503;2013;3
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-03-01;39;2013;3
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-03-01;59;2013;3
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-03-01;2;2013;3
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-03-01;55;2013;3
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-03-01;3;2013;3
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-04-01;705;2013;4
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-04-01;13;2013;4
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-04-01;619;2013;4
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-04-01;23;2013;4
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-04-01;509;2013;4
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-04-01;15;2013;4
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-04-01;520;2013;4
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-04-01;35;2013;4
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-04-01;50;2013;4
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-04-01;0;2013;4
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-04-01;81;2013;4
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-04-01;6;2013;4
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-05-01;654;2013;5
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-05-01;8;2013;5
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-05-01;616;2013;5
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-05-01;29;2013;5
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-05-01;388;2013;5
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-05-01;12;2013;5
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-05-01;504;2013;5
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-05-01;29;2013;5
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-05-01;31;2013;5
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-05-01;2;2013;5
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-05-01;43;2013;5
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-05-01;1;2013;5
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-06-01;374;2013;6
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-06-01;13;2013;6
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-06-01;494;2013;6
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-06-01;28;2013;6
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-06-01;302;2013;6
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-06-01;18;2013;6
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-06-01;373;2013;6
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-06-01;32;2013;6
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-06-01;39;2013;6
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-06-01;3;2013;6
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-06-01;33;2013;6
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-06-01;8;2013;6
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-07-01;449;2013;7
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-07-01;10;2013;7
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-07-01;604;2013;7
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-07-01;23;2013;7
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-07-01;341;2013;7
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-07-01;14;2013;7
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-07-01;437;2013;7
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-07-01;38;2013;7
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-07-01;40;2013;7
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-07-01;4;2013;7
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-07-01;47;2013;7
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-07-01;5;2013;7
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-08-01;424;2013;8
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-08-01;19;2013;8
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-08-01;570;2013;8
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-08-01;22;2013;8
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-08-01;297;2013;8
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-08-01;18;2013;8
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-08-01;409;2013;8
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-08-01;30;2013;8
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-08-01;23;2013;8
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-08-01;0;2013;8
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-08-01;51;2013;8
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-08-01;6;2013;8
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-09-01;408;2013;9
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-09-01;18;2013;9
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-09-01;454;2013;9
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-09-01;20;2013;9
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-09-01;255;2013;9
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-09-01;19;2013;9
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-09-01;350;2013;9
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-09-01;32;2013;9
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-09-01;22;2013;9
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-09-01;0;2013;9
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-09-01;48;2013;9
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-09-01;3;2013;9
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-10-01;399;2013;10
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-10-01;19;2013;10
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-10-01;640;2013;10
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-10-01;21;2013;10
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-10-01;263;2013;10
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-10-01;13;2013;10
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-10-01;431;2013;10
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-10-01;31;2013;10
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-10-01;21;2013;10
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-10-01;1;2013;10
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-10-01;70;2013;10
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-10-01;3;2013;10
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-11-01;325;2013;11
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-11-01;10;2013;11
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-11-01;638;2013;11
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-11-01;33;2013;11
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-11-01;143;2013;11
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-11-01;24;2013;11
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-11-01;354;2013;11
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-11-01;34;2013;11
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-11-01;23;2013;11
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-11-01;1;2013;11
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-11-01;69;2013;11
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-11-01;3;2013;11
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2013-12-01;266;2013;12
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2013-12-01;5;2013;12
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2013-12-01;435;2013;12
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2013-12-01;25;2013;12
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2013-12-01;131;2013;12
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2013-12-01;7;2013;12
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2013-12-01;368;2013;12
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2013-12-01;23;2013;12
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2013-12-01;17;2013;12
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2013-12-01;0;2013;12
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2013-12-01;55;2013;12
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2013-12-01;1;2013;12
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-01-01;754;2014;1
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-01-01;16;2014;1
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-01-01;509;2014;1
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-01-01;22;2014;1
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-01-01;404;2014;1
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-01-01;19;2014;1
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-01-01;389;2014;1
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-01-01;31;2014;1
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-01-01;36;2014;1
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-01-01;3;2014;1
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-01-01;69;2014;1
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-01-01;9;2014;1
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-02-01;986;2014;2
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-02-01;16;2014;2
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-02-01;1113;2014;2
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-02-01;95;2014;2
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-02-01;636;2014;2
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-02-01;17;2014;2
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-02-01;359;2014;2
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-02-01;22;2014;2
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-02-01;62;2014;2
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-02-01;2;2014;2
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-02-01;75;2014;2
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-02-01;4;2014;2
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-03-01;713;2014;3
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-03-01;15;2014;3
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-03-01;715;2014;3
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-03-01;28;2014;3
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-03-01;405;2014;3
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-03-01;15;2014;3
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-03-01;363;2014;3
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-03-01;27;2014;3
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-03-01;69;2014;3
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-03-01;4;2014;3
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-03-01;59;2014;3
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-03-01;7;2014;3
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-04-01;509;2014;4
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-04-01;10;2014;4
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-04-01;747;2014;4
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-04-01;35;2014;4
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-04-01;303;2014;4
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-04-01;9;2014;4
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-04-01;288;2014;4
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-04-01;43;2014;4
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-04-01;40;2014;4
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-04-01;1;2014;4
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-04-01;76;2014;4
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-04-01;8;2014;4
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-05-01;369;2014;5
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-05-01;22;2014;5
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-05-01;748;2014;5
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-05-01;43;2014;5
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-05-01;277;2014;5
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-05-01;16;2014;5
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-05-01;434;2014;5
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-05-01;39;2014;5
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-05-01;55;2014;5
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-05-01;1;2014;5
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-05-01;65;2014;5
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-05-01;1;2014;5
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-06-01;339;2014;6
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-06-01;7;2014;6
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-06-01;692;2014;6
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-06-01;22;2014;6
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-06-01;195;2014;6
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-06-01;9;2014;6
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-06-01;353;2014;6
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-06-01;25;2014;6
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-06-01;29;2014;6
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-06-01;0;2014;6
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-06-01;57;2014;6
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-06-01;7;2014;6
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-07-01;398;2014;7
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-07-01;21;2014;7
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-07-01;680;2014;7
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-07-01;31;2014;7
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-07-01;170;2014;7
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-07-01;5;2014;7
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-07-01;378;2014;7
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-07-01;25;2014;7
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-07-01;17;2014;7
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-07-01;2;2014;7
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-07-01;74;2014;7
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-07-01;5;2014;7
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-08-01;328;2014;8
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-08-01;25;2014;8
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-08-01;675;2014;8
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-08-01;25;2014;8
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-08-01;159;2014;8
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-08-01;13;2014;8
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-08-01;393;2014;8
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-08-01;25;2014;8
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-08-01;17;2014;8
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-08-01;1;2014;8
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-08-01;51;2014;8
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-08-01;3;2014;8
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-09-01;275;2014;9
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-09-01;14;2014;9
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-09-01;764;2014;9
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-09-01;30;2014;9
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-09-01;163;2014;9
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-09-01;15;2014;9
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-09-01;475;2014;9
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-09-01;35;2014;9
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-09-01;32;2014;9
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-09-01;0;2014;9
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-09-01;80;2014;9
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-09-01;6;2014;9
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-10-01;219;2014;10
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-10-01;8;2014;10
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-10-01;794;2014;10
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-10-01;39;2014;10
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-10-01;115;2014;10
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-10-01;6;2014;10
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-10-01;317;2014;10
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-10-01;14;2014;10
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-10-01;30;2014;10
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-10-01;2;2014;10
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-10-01;93;2014;10
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-10-01;11;2014;10
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-11-01;184;2014;11
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-11-01;10;2014;11
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-11-01;796;2014;11
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-11-01;23;2014;11
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-11-01;201;2014;11
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-11-01;12;2014;11
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-11-01;642;2014;11
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-11-01;34;2014;11
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-11-01;38;2014;11
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-11-01;3;2014;11
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-11-01;104;2014;11
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-11-01;5;2014;11
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2014-12-01;162;2014;12
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2014-12-01;3;2014;12
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2014-12-01;462;2014;12
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2014-12-01;25;2014;12
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2014-12-01;122;2014;12
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2014-12-01;14;2014;12
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2014-12-01;350;2014;12
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2014-12-01;28;2014;12
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2014-12-01;26;2014;12
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2014-12-01;0;2014;12
